Fasta	Genome	contig	Start	Stop	protID	name	url
GCF-001026925-protein2570.fasta	GCF_001026925	NZ_CP010867.1	604421	604928	2570	Tn916 orf17 protein	http://purl.uniprot.org/uniprot/D7PTS2
GCF-000007265-protein1780.fasta	GCF_000007265	NC_004116.1	1834174	1835581	1780	Prophage LambdaSa2, lysin, putative	http://purl.uniprot.org/uniprot/Q8DXL3
GCF-000689235-protein1933.fasta	GCF_000689235	NZ_HG939456.1	2011378	2011741	1933	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EPT5
GCF-000196055-protein1127.fasta	GCF_000196055	NC_004368.1	1170112	1173349	1127	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1J7WKP6
GCF-001026925-protein2265.fasta	GCF_001026925	NZ_CP010867.1	287166	287430	2265	Membrane protein	http://purl.uniprot.org/uniprot/A0A0E1EF43
GCF-000689235-protein433.fasta	GCF_000689235	NZ_HG939456.1	463746	465186	433	CRISPR-associated helicase Cas3	http://purl.uniprot.org/uniprot/A0A1D0CKL3
GCF-000007265-protein943.fasta	GCF_000007265	NC_004116.1	980126	981089	943	Nisin-resistance protein, putative	http://purl.uniprot.org/uniprot/Q8DZX2
GCF-001026925-protein2183.fasta	GCF_001026925	NZ_CP010867.1	209048	209675	2183	Nickel ABC transporter ATP-binding protein	http://purl.uniprot.org/uniprot/A0A0E1EEY1
GCF-000689235-protein87.fasta	GCF_000689235	NZ_HG939456.1	99482	99827	87	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E7R6
GCF-001026925-protein2717.fasta	GCF_001026925	NZ_CP010867.1	761106	762150	2717	N5,N10-methylenetetrahydromethanopterin reductase	http://purl.uniprot.org/uniprot/S9KT90
GCF-000689235-protein358.fasta	GCF_000689235	NZ_HG939456.1	387239	387623	358	Ribosome maturation factor RimP	http://purl.uniprot.org/uniprot/Q3K306
GCF-000689235-protein628.fasta	GCF_000689235	NZ_HG939456.1	660076	661162	628	Dipeptidase	http://purl.uniprot.org/uniprot/S9M108
GCF-000689235-protein1178.fasta	GCF_000689235	NZ_HG939456.1	1244979	1245858	1178	Mevalonate kinase	http://purl.uniprot.org/uniprot/S8FYW4
GCF-001026925-protein2706.fasta	GCF_001026925	NZ_CP010867.1	748824	750174	2706	Sensor kinase	http://purl.uniprot.org/uniprot/S9B228
GCF-001026925-protein2959.fasta	GCF_001026925	NZ_CP010867.1	1026925	1027207	2959	UPF0223 protein SAK_1090	http://purl.uniprot.org/uniprot/Q3K192
GCF-001026925-protein2185.fasta	GCF_001026925	NZ_CP010867.1	212209	213835	2185	Alpha,alpha-phosphotrehalase	http://purl.uniprot.org/uniprot/A0A1F0C7U3
GCF-000689235-protein1287.fasta	GCF_000689235	NZ_HG939456.1	1363198	1363930	1287	Glycosyl transferase family 2	http://purl.uniprot.org/uniprot/A0A1F0CBG7
GCF-000007265-protein540.fasta	GCF_000007265	NC_004116.1	563949	564699	540	Prophage LambdaSa1, antirepressor, putative	http://purl.uniprot.org/uniprot/Q8E110
GCF-000012705-protein4121.fasta	GCF_000012705	NC_007432.1	2075460	2076963	4121	DNA primase	http://purl.uniprot.org/uniparc/UPI0002B9A1DB
GCF-000007265-protein1215.fasta	GCF_000007265	NC_004116.1	1258812	1260678	1215	Tn5252, relaxase	http://purl.uniprot.org/uniprot/Q8DZ67
GCF-001026925-protein3238.fasta	GCF_001026925	NZ_CP010867.1	1310509	1310728	3238	Uncharacterized protein	http://purl.uniprot.org/uniprot/F8Y1G8
GCF-001026925-protein3271.fasta	GCF_001026925	NZ_CP010867.1	1347031	1347550	3271	ribosome maturation factor RimM	http://purl.uniprot.org/uniparc/UPI0002BC60BF
GCF-001026925-protein3252.fasta	GCF_001026925	NZ_CP010867.1	1325766	1326276	3252	Membrane protein	http://purl.uniprot.org/uniprot/S9MSK6
GCF-001026925-protein2171.fasta	GCF_001026925	NZ_CP010867.1	197982	198609	2171	Phenylalanine--tRNA ligase beta subunit	http://purl.uniprot.org/uniprot/A0A0E1EEW7
GCF-001026925-protein3340.fasta	GCF_001026925	NZ_CP010867.1	1415330	1416485	3340	Glycosyl transferase	http://purl.uniprot.org/uniprot/A0A0E1EIH7
GCF-000196055-protein402.fasta	GCF_000196055	NC_004368.1	417366	420516	402	Conjugal transfer protein TraG	http://purl.uniprot.org/uniprot/S9B4J7
GCF-001026925-protein3167.fasta	GCF_001026925	NZ_CP010867.1	1235184	1236054	3167	Glucose-1-phosphate thymidylyltransferase	http://purl.uniprot.org/uniprot/E7S3V5
GCF-001026925-protein3323.fasta	GCF_001026925	NZ_CP010867.1	1395590	1397615	3323	Cell wall anchor protein	http://purl.uniprot.org/uniprot/B9UQT2
GCF-001026925-protein2440.fasta	GCF_001026925	NZ_CP010867.1	469941	470901	2440	Oxidoreductase	http://purl.uniprot.org/uniprot/S9L440
GCF-000689235-protein85.fasta	GCF_000689235	NZ_HG939456.1	98695	98899	85	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0G2YYX6
GCF-001026925-protein2330.fasta	GCF_001026925	NZ_CP010867.1	363197	364550	2330	Aspartokinase	http://purl.uniprot.org/uniprot/A0A075MYV3
GCF-000007265-protein1090.fasta	GCF_000007265	NC_004116.1	1129235	1130783	1090	Choline transporter	http://purl.uniprot.org/uniprot/A0A0H1JTA0
GCF-000689235-protein1697.fasta	GCF_000689235	NZ_HG939456.1	1779060	1780914	1697	Proline--tRNA ligase	http://purl.uniprot.org/uniprot/A0A0E1EQ85
GCF-001026925-protein3023.fasta	GCF_001026925	NZ_CP010867.1	1093576	1094596	3023	Lipoate--protein ligase	http://purl.uniprot.org/uniprot/A0A076YZ75
GCF-001026925-protein3069.fasta	GCF_001026925	NZ_CP010867.1	1137954	1138776	3069	Hydrolase (HAD superfamily)	http://purl.uniprot.org/uniprot/A0A0H1FRR8
GCF-000689235-protein981.fasta	GCF_000689235	NZ_HG939456.1	1046225	1046828	981	NADPH-dependent FMN reductase	http://purl.uniprot.org/uniprot/S8FTR6
GCF-000012705-protein2647.fasta	GCF_000012705	NC_007432.1	559903	560143	2647	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BA9721
GCF-001026925-protein3262.fasta	GCF_001026925	NZ_CP010867.1	1336205	1338170	3262	PTS fructose transporter subunit IIC	http://purl.uniprot.org/uniprot/S9B9T3
GCF-000689235-protein1347.fasta	GCF_000689235	NZ_HG939456.1	1431742	1432144	1347	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EP93
GCF-001026925-protein3885.fasta	GCF_001026925	NZ_CP010867.1	1970021	1971224	3885	Putative ATP synthase F0, A subunit	http://purl.uniprot.org/uniprot/E7S1M7
GCF-000689235-protein1372.fasta	GCF_000689235	NZ_HG939456.1	1454623	1455508	1372	Transcriptional regulator, LysR family	http://purl.uniprot.org/uniprot/Q8DYF8
GCF-000689235-protein302.fasta	GCF_000689235	NZ_HG939456.1	331555	332251	302	Transporter	http://purl.uniprot.org/uniprot/S9BE61
GCF-001026925-protein3158.fasta	GCF_001026925	NZ_CP010867.1	1223894	1224614	3158	acetolactate decarboxylase	http://purl.uniprot.org/uniparc/UPI00005C7475
GCF-000012705-protein4035.fasta	GCF_000012705	NC_007432.1	1990318	1991566	4035	MFS transporter	http://purl.uniprot.org/uniprot/A0A0E1EPK3
GCF-001026925-protein2382.fasta	GCF_001026925	NZ_CP010867.1	410414	411980	2382	Cell wall surface anchor protein	http://purl.uniprot.org/uniprot/S9LYX2
GCF-001026925-protein3853.fasta	GCF_001026925	NZ_CP010867.1	1928987	1929749	3853	Membrane protein	http://purl.uniprot.org/uniprot/A0A0E1EJX5
GCF-000196055-protein1223.fasta	GCF_000196055	NC_004368.1	1257648	1258437	1223	Phage repressor protein	http://purl.uniprot.org/uniprot/A0A1A9E1F5
GCF-001026925-protein3990.fasta	GCF_001026925	NZ_CP010867.1	2065430	2065994	3990	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	http://purl.uniprot.org/uniprot/E7S194
GCF-000196055-protein1220.fasta	GCF_000196055	NC_004368.1	1256093	1256525	1220	ATP synthase subunit A	http://purl.uniprot.org/uniprot/A0A1A9E1F1
GCF-001026925-protein3581.fasta	GCF_001026925	NZ_CP010867.1	1660550	1661432	3581	Fructokinase	http://purl.uniprot.org/uniprot/F8Y2L5
GCF-001026925-protein2014.fasta	GCF_001026925	NZ_CP010867.1	34390	35383	2014	Phosphate acyltransferase	http://purl.uniprot.org/uniprot/S9B504
GCF-000007265-protein996.fasta	GCF_000007265	NC_004116.1	1033882	1034689	996	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1D0CTT7
GCF-001026925-protein3124.fasta	GCF_001026925	NZ_CP010867.1	1191079	1192321	3124	CMP-N-acetylneuraminic acid synthetase NeuA	http://purl.uniprot.org/uniprot/F8Y116
GCF-001026925-protein3401.fasta	GCF_001026925	NZ_CP010867.1	1488321	1489023	3401	ABC transporter, ATP binding protein	http://purl.uniprot.org/uniprot/A0A0E1EIY3
GCF-001026925-protein2039.fasta	GCF_001026925	NZ_CP010867.1	62373	63672	2039	Adenylosuccinate lyase	http://purl.uniprot.org/uniprot/Q8E2E1
GCF-001026925-protein3392.fasta	GCF_001026925	NZ_CP010867.1	1478096	1478771	3392	NAD(FAD)-dependent dehydrogenase	http://purl.uniprot.org/uniprot/S9B2K1
GCF-000689235-protein520.fasta	GCF_000689235	NZ_HG939456.1	551309	552284	520	Putative gluconeogenesis factor	http://purl.uniprot.org/uniprot/E7S5H8
GCF-000007265-protein1791.fasta	GCF_000007265	NC_004116.1	1845769	1846117	1791	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1P8VVS6
GCF-000007265-protein1370.fasta	GCF_000007265	NC_004116.1	1414764	1416882	1370	PI-2a backbone protein	http://purl.uniprot.org/uniprot/B9UQU3
GCF-001026925-protein2502.fasta	GCF_001026925	NZ_CP010867.1	529570	530791	2502	MurM protein, putative	http://purl.uniprot.org/uniprot/Q8E152
GCF-001026925-protein2855.fasta	GCF_001026925	NZ_CP010867.1	910675	914302	2855	ATP-dependent helicase/nuclease subunit A	http://purl.uniprot.org/uniprot/A0A0G2Z914
GCF-000689235-protein1812.fasta	GCF_000689235	NZ_HG939456.1	1887694	1888444	1812	Peptidase	http://purl.uniprot.org/uniprot/S9CAJ0
GCF-000689235-protein511.fasta	GCF_000689235	NZ_HG939456.1	541141	541777	511	Hydroxyacylglutathione hydrolase	http://purl.uniprot.org/uniprot/A0A0G9JF85
GCF-000689235-protein1409.fasta	GCF_000689235	NZ_HG939456.1	1490084	1490561	1409	Methylated DNA-protein cysteine methyltransferase	http://purl.uniprot.org/uniprot/S8HG66
GCF-000689235-protein1558.fasta	GCF_000689235	NZ_HG939456.1	1631825	1632368	1558	Colicin V production protein	http://purl.uniprot.org/uniprot/S8H3I5
GCF-001026925-protein2554.fasta	GCF_001026925	NZ_CP010867.1	584572	585637	2554	Extracellular nuclease 2	http://purl.uniprot.org/uniprot/A0A0G9JEY7
GCF-000689235-protein934.fasta	GCF_000689235	NZ_HG939456.1	994852	995086	934	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1J7VKW3
GCF-001026925-protein3416.fasta	GCF_001026925	NZ_CP010867.1	1500860	1501847	3416	PhoH family protein	http://purl.uniprot.org/uniprot/A0A0Y4CZN7
GCF-001026925-protein3682.fasta	GCF_001026925	NZ_CP010867.1	1763417	1763867	3682	Histidine triad protein	http://purl.uniprot.org/uniprot/A0A0E1EJN0
GCF-000196055-protein1069.fasta	GCF_000196055	NC_004368.1	1107621	1107972	1069	TIGR04197 family type VII secretion effector	http://purl.uniprot.org/uniparc/UPI000313084E
GCF-001026925-protein2100.fasta	GCF_001026925	NZ_CP010867.1	117433	118360	2100	Hydrolases of the alpha/beta superfamily protein	http://purl.uniprot.org/uniprot/A0A0E1EKD2
GCF-000196055-protein240.fasta	GCF_000196055	NC_004368.1	257877	258660	240	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E7B9
GCF-000427035-protein3550.fasta	GCF_000427035	NC_021485.1	1496598	1497828	3550	accessory Sec system protein translocase subunit SecY2	http://purl.uniprot.org/uniparc/UPI000332DD42
GCF-001026925-protein3614.fasta	GCF_001026925	NZ_CP010867.1	1696436	1696811	3614	Pyridoxamine 5'-phosphate oxidase-related, FMN-binding	http://purl.uniprot.org/uniprot/A0A0E1ENS5
GCF-000689235-protein1630.fasta	GCF_000689235	NZ_HG939456.1	1700516	1701704	1630	Sensor protein DltS	http://purl.uniprot.org/uniprot/Q8DXQ8
GCF-000689235-protein1049.fasta	GCF_000689235	NZ_HG939456.1	1108599	1109223	1049	Lipoprotein, putative	http://purl.uniprot.org/uniprot/I7JW93
GCF-001026925-protein3082.fasta	GCF_001026925	NZ_CP010867.1	1150395	1151283	3082	Putative transporter yojE	http://purl.uniprot.org/uniprot/A0A0H1Q671
GCF-000007265-protein1219.fasta	GCF_000007265	NC_004116.1	1261819	1263127	1219	Transposase	http://purl.uniprot.org/uniprot/G5KDX7
GCF-001026925-protein3364.fasta	GCF_001026925	NZ_CP010867.1	1443327	1445715	3364	Protein translocase subunit SecA	http://purl.uniprot.org/uniprot/A0A0H1HUY6
GCF-000196055-protein406.fasta	GCF_000196055	NC_004368.1	423945	424251	406	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A139MNK9
GCF-001026925-protein2819.fasta	GCF_001026925	NZ_CP010867.1	871475	871958	2819	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A2I6V3V5
GCF-000012705-protein2324.fasta	GCF_000012705	NC_007432.1	242568	243120	2324	DNA-binding protein	http://purl.uniprot.org/uniprot/S9KTV9
GCF-001026925-protein2572.fasta	GCF_001026925	NZ_CP010867.1	605516	605738	2572	Tn916 orf19 protein	http://purl.uniprot.org/uniprot/D7PTS0
GCF-000689235-protein372.fasta	GCF_000689235	NZ_HG939456.1	401690	402170	372	Fur family transcriptional regulator	http://purl.uniprot.org/uniprot/S9KPX3
GCF-001026925-protein3800.fasta	GCF_001026925	NZ_CP010867.1	1891043	1891469	3800	PTS system, IIA component, putative	http://purl.uniprot.org/uniprot/A0A0E1EJY1
GCF-001026925-protein3012.fasta	GCF_001026925	NZ_CP010867.1	1080029	1080953	3012	Aspartate carbamoyltransferase	http://purl.uniprot.org/uniprot/A0A0E1EHA8
GCF-000689235-protein1071.fasta	GCF_000689235	NZ_HG939456.1	1132047	1132740	1071	Capsular polysaccharide biosynthesis protein CpsC	http://purl.uniprot.org/uniprot/P0C0T8
GCF-000689235-protein601.fasta	GCF_000689235	NZ_HG939456.1	633057	633576	601	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1J7XAT7
GCF-001026925-protein2485.fasta	GCF_001026925	NZ_CP010867.1	513798	515493	2485	Phosphoglucomutase	http://purl.uniprot.org/uniprot/S8FQ77
GCF-000689235-protein1979.fasta	GCF_000689235	NZ_HG939456.1	2046725	2047211	1979	Arginine repressor	http://purl.uniprot.org/uniprot/F8Y3Y4
GCF-001026925-protein2811.fasta	GCF_001026925	NZ_CP010867.1	860861	862526	2811	DNA polymerase III subunit gamma/tau	http://purl.uniprot.org/uniprot/Q8E5Y3
GCF-001026925-protein2813.fasta	GCF_001026925	NZ_CP010867.1	863909	865106	2813	S-adenosylmethionine synthase	http://purl.uniprot.org/uniprot/A0A0H1HAI8
GCF-000689235-protein1316.fasta	GCF_000689235	NZ_HG939456.1	1393932	1398090	1316	peptidase	http://purl.uniprot.org/uniparc/UPI00027B0374
GCF-000196055-protein393.fasta	GCF_000196055	NC_004368.1	405243	406992	393	DNA topoisomerase III	http://purl.uniprot.org/uniparc/UPI0002B9CF79
GCF-001026925-protein3249.fasta	GCF_001026925	NZ_CP010867.1	1321660	1323733	3249	Bifunctional metallophosphatase/5'-nucleotidase	http://purl.uniprot.org/uniprot/A0A0E1ENU2
GCF-001026925-protein2412.fasta	GCF_001026925	NZ_CP010867.1	449497	449989	2412	Transcriptional regulator, AraC family	http://purl.uniprot.org/uniprot/A0A0H1VWQ8
GCF-000689235-protein1147.fasta	GCF_000689235	NZ_HG939456.1	1215983	1216241	1147	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1J7VTI4
GCF-000007265-protein579.fasta	GCF_000007265	NC_004116.1	584837	585209	579	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1F0CJN3
GCF-000012705-protein2238.fasta	GCF_000012705	NC_007432.1	145689	149184	2238	YSIRK signal domain/LPXTG anchor domain surface protein	http://purl.uniprot.org/uniparc/UPI00005BB1EA
GCF-000689235-protein1464.fasta	GCF_000689235	NZ_HG939456.1	1540814	1541504	1464	Response regulator receiver domain protein	http://purl.uniprot.org/uniprot/E7S2W1
GCF-000007265-protein993.fasta	GCF_000007265	NC_004116.1	1032229	1032781	993	Lipoprotein, putative	http://purl.uniprot.org/uniprot/Q8DZS3
GCF-000689235-protein186.fasta	GCF_000689235	NZ_HG939456.1	204974	205430	186	LrgA family protein	http://purl.uniprot.org/uniprot/E7S6T6
GCF-000689235-protein871.fasta	GCF_000689235	NZ_HG939456.1	928202	929225	871	Similar to lipoprotein, NLP/P60 family	http://purl.uniprot.org/uniprot/N1JV82
GCF-001026925-protein3497.fasta	GCF_001026925	NZ_CP010867.1	1576643	1577438	3497	Glutamate racemase	http://purl.uniprot.org/uniprot/Q8E3V7
GCF-000689235-protein916.fasta	GCF_000689235	NZ_HG939456.1	975666	976368	916	ABC transporter, ATP-binding protein	http://purl.uniprot.org/uniprot/F8Y0C0
GCF-001026925-protein3872.fasta	GCF_001026925	NZ_CP010867.1	1951714	1953103	3872	Two-component sensor histidine kinase	http://purl.uniprot.org/uniprot/A0A0E1EK70
GCF-000427035-protein3881.fasta	GCF_000427035	NC_021485.1	1826665	1829044	3881	phosphoketolase family protein	http://purl.uniprot.org/uniparc/UPI000332DAEA
GCF-001026925-protein3870.fasta	GCF_001026925	NZ_CP010867.1	1946083	1950799	3870	CspA	http://purl.uniprot.org/uniprot/Q8GCW3
GCF-001026925-protein3967.fasta	GCF_001026925	NZ_CP010867.1	2043529	2044036	3967	Putative phage protein	http://purl.uniprot.org/uniprot/A0A0H1XA45
GCF-001026925-protein3038.fasta	GCF_001026925	NZ_CP010867.1	1107821	1108799	3038	Nucleoid-associated bacterial family protein	http://purl.uniprot.org/uniprot/A0A075MXZ8
GCF-000689235-protein426.fasta	GCF_000689235	NZ_HG939456.1	456342	456597	426	Aldose 1-epimerase	http://purl.uniprot.org/uniprot/S9CSR0
GCF-001026925-protein3456.fasta	GCF_001026925	NZ_CP010867.1	1539887	1540565	3456	Membrane protein	http://purl.uniprot.org/uniprot/S8HPZ6
GCF-000427035-protein3022.fasta	GCF_000427035	NC_021485.1	948636	951429	3022	Haloacid dehalogenase	http://purl.uniprot.org/uniprot/A0A1C0BET7
GCF-001026925-protein2228.fasta	GCF_001026925	NZ_CP010867.1	251607	251943	2228	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002EF68A4
GCF-000689235-protein952.fasta	GCF_000689235	NZ_HG939456.1	1016842	1018384	952	ABC transporter, ATP-binding protein	http://purl.uniprot.org/uniprot/F8Y0G3
GCF-000196055-protein1975.fasta	GCF_000196055	NC_004368.1	2043604	2044612	1975	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0H1NUC8
GCF-000689235-protein1930.fasta	GCF_000689235	NZ_HG939456.1	2009404	2010028	1930	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00005BB4D1
GCF-001026925-protein2434.fasta	GCF_001026925	NZ_CP010867.1	463892	464249	2434		
GCF-001026925-protein3070.fasta	GCF_001026925	NZ_CP010867.1	1139397	1140330	3070	Transcriptional regulator, AraC family	http://purl.uniprot.org/uniprot/A0A0G2Z7H2
GCF-001026925-protein2851.fasta	GCF_001026925	NZ_CP010867.1	903326	903848	2851	GNAT family acetyltransferase	http://purl.uniprot.org/uniprot/S9B3A0
GCF-001026925-protein2768.fasta	GCF_001026925	NZ_CP010867.1	815860	816805	2768	LacI family transcriptional regulator	http://purl.uniprot.org/uniprot/S9LY54
GCF-000689235-protein1481.fasta	GCF_000689235	NZ_HG939456.1	1558224	1559058	1481	Amino acid ABC transporter, amino acid-binding protein, putative	http://purl.uniprot.org/uniprot/F8Y2H1
GCF-001026925-protein3519.fasta	GCF_001026925	NZ_CP010867.1	1598466	1599972	3519	Sensor histidine kinase CsrS	http://purl.uniprot.org/uniprot/A0A0H1WIU8
GCF-000689235-protein221.fasta	GCF_000689235	NZ_HG939456.1	237085	237775	221	Methylase	http://purl.uniprot.org/uniprot/A0A1T0C6H2
GCF-000689235-protein1427.fasta	GCF_000689235	NZ_HG939456.1	1505432	1506062	1427	Uracil phosphoribosyltransferase	http://purl.uniprot.org/uniprot/F8Y2B6
GCF-000196055-protein1366.fasta	GCF_000196055	NC_004368.1	1419249	1419831	1366	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E4N5
GCF-000196055-protein1742.fasta	GCF_000196055	NC_004368.1	1801369	1803127	1742	ABC transporter ATP-binding protein	http://purl.uniprot.org/uniprot/S8GFU7
GCF-000689235-protein89.fasta	GCF_000689235	NZ_HG939456.1	101387	101807	89	DUF2992 domain-containing protein	http://purl.uniprot.org/uniprot/X5K2K0
GCF-001026925-protein2269.fasta	GCF_001026925	NZ_CP010867.1	291692	293030	2269	NADH peroxidase	http://purl.uniprot.org/uniprot/A0A1F0C9X2
GCF-000427035-protein2618.fasta	GCF_000427035	NC_021485.1	508309	508765	2618	NUDIX domain-containing protein	http://purl.uniprot.org/uniparc/UPI000332E525
GCF-001026925-protein2837.fasta	GCF_001026925	NZ_CP010867.1	891071	892502	2837	Glycogen synthase	http://purl.uniprot.org/uniprot/Q3K1K2
GCF-001026925-protein3619.fasta	GCF_001026925	NZ_CP010867.1	1700642	1701095	3619	Universal stress protein	http://purl.uniprot.org/uniprot/F8Y2R0
GCF-001026925-protein3739.fasta	GCF_001026925	NZ_CP010867.1	1823534	1823771	3739	Gbs1877 protein	http://purl.uniprot.org/uniprot/Q8E384
GCF-001026925-protein2503.fasta	GCF_001026925	NZ_CP010867.1	530790	531603	2503	Sugar-phosphatase	http://purl.uniprot.org/uniprot/A0A0E1EKF6
GCF-001026925-protein3807.fasta	GCF_001026925	NZ_CP010867.1	1897100	1897853	3807	Response regulator of the competence regulon ComE	http://purl.uniprot.org/uniprot/A0A0E1EJS7
GCF-001026925-protein3083.fasta	GCF_001026925	NZ_CP010867.1	1151269	1152136	3083	Homoserine kinase	http://purl.uniprot.org/uniprot/A0A0H1WAY6
GCF-000012705-protein2535.fasta	GCF_000012705	NC_007432.1	459255	462318	2535	C protein alpha-antigen	http://purl.uniprot.org/uniprot/Q02192
GCF-001026925-protein3440.fasta	GCF_001026925	NZ_CP010867.1	1526062	1526710	3440	Mn-dependent transcriptional regulator	http://purl.uniprot.org/uniprot/A0A0H1W925
GCF-000689235-protein1779.fasta	GCF_000689235	NZ_HG939456.1	1859483	1859750	1779	Antitoxin	http://purl.uniprot.org/uniprot/F8Y3I6
GCF-000689235-protein1700.fasta	GCF_000689235	NZ_HG939456.1	1783104	1783857	1700	Isoprenyl transferase	http://purl.uniprot.org/uniprot/F8Y387
GCF-001026925-protein2522.fasta	GCF_001026925	NZ_CP010867.1	553513	554404	2522	Nucleotide-binding protein FSLSAGS3026_03108	http://purl.uniprot.org/uniprot/F8XZ13
GCF-001026925-protein3931.fasta	GCF_001026925	NZ_CP010867.1	2013485	2014091	3931	Uncharacterized protein	http://purl.uniprot.org/uniprot/S9C929
GCF-000689235-protein931.fasta	GCF_000689235	NZ_HG939456.1	993797	994178	931	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1J7XDM7
GCF-001026925-protein2205.fasta	GCF_001026925	NZ_CP010867.1	232432	233023	2205	Transcriptional regulator, Cro/CI family	http://purl.uniprot.org/uniprot/C5WEI2
GCF-001026925-protein2645.fasta	GCF_001026925	NZ_CP010867.1	681153	682146	2645	Sugar ABC transporter ATP-binding protein	http://purl.uniprot.org/uniprot/S9CKF9
GCF-001026925-protein2352.fasta	GCF_001026925	NZ_CP010867.1	383434	384247	2352	Hydrolase (HAD superfamily)	http://purl.uniprot.org/uniprot/A0A0E1EFR3
GCF-000689235-protein1239.fasta	GCF_000689235	NZ_HG939456.1	1311063	1314321	1239	cell wall anchor	http://purl.uniprot.org/uniparc/UPI00005C893F
GCF-001026925-protein2147.fasta	GCF_001026925	NZ_CP010867.1	172259	173072	2147	Zinc ABC transporter permease	http://purl.uniprot.org/uniprot/S9CI95
GCF-000196055-protein1125.fasta	GCF_000196055	NC_004368.1	1168855	1169419	1125	Uncharacterized protein	http://purl.uniprot.org/uniprot/S4W736
GCF-001026925-protein2397.fasta	GCF_001026925	NZ_CP010867.1	424811	425141	2397	Ribonuclease P protein component	http://purl.uniprot.org/uniprot/F8XYP5
GCF-001026925-protein3140.fasta	GCF_001026925	NZ_CP010867.1	1206041	1206773	3140	Tyrosine-protein phosphatase CpsB	http://purl.uniprot.org/uniprot/P0A364
GCF-001026925-protein2597.fasta	GCF_001026925	NZ_CP010867.1	633707	634961	2597	DNA-cytosine methyltransferase	http://purl.uniprot.org/uniprot/A0A0H1WI81
GCF-001026925-protein2791.fasta	GCF_001026925	NZ_CP010867.1	840792	841722	2791	Foldase protein PrsA	http://purl.uniprot.org/uniprot/Q8E0C6
GCF-000689235-protein1935.fasta	GCF_000689235	NZ_HG939456.1	2012712	2013318	1935	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BA9B60
GCF-000689235-protein1494.fasta	GCF_000689235	NZ_HG939456.1	1568065	1568440	1494	Phosphotransferase mannnose-specific family component IIA	http://purl.uniprot.org/uniprot/F8Y2H9
GCF-001026925-protein2197.fasta	GCF_001026925	NZ_CP010867.1	225298	226642	2197	Cysteine--tRNA ligase	http://purl.uniprot.org/uniprot/Q3K3G5
GCF-000689235-protein901.fasta	GCF_000689235	NZ_HG939456.1	961111	961915	901	Phosphate import ATP-binding protein PstB 2	http://purl.uniprot.org/uniprot/P63369
GCF-000689235-protein544.fasta	GCF_000689235	NZ_HG939456.1	573873	574434	544	HAD-superfamily hydrolase, subfamily IA, variant 1 family protein	http://purl.uniprot.org/uniprot/F8XZ37
GCF-000012705-protein2626.fasta	GCF_000012705	NC_007432.1	548963	550106	2626	site-specific integrase	http://purl.uniprot.org/uniparc/UPI00005BB245
GCF-001026925-protein3291.fasta	GCF_001026925	NZ_CP010867.1	1365081	1366431	3291	Glutathione reductase	http://purl.uniprot.org/uniprot/A0A0H1VHR1
GCF-001026925-protein2786.fasta	GCF_001026925	NZ_CP010867.1	835158	836310	2786	MFS transporter	http://purl.uniprot.org/uniprot/S9B7Y2
GCF-000012705-protein3057.fasta	GCF_000012705	NC_007432.1	999056	999695	3057	antibiotic acetyltransferase	http://purl.uniprot.org/uniparc/UPI00005BB2EA
GCF-000012705-protein2629.fasta	GCF_000012705	NC_007432.1	550861	551221	2629	XRE family transcriptional regulator	http://purl.uniprot.org/uniparc/UPI00005BB248
GCF-001026925-protein3867.fasta	GCF_001026925	NZ_CP010867.1	1942148	1944386	3867	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	http://purl.uniprot.org/uniprot/Q3JYS3
GCF-001026925-protein2974.fasta	GCF_001026925	NZ_CP010867.1	1042500	1043463	2974	Iron ABC transporter permease	http://purl.uniprot.org/uniprot/A0A1J7WQP0
GCF-000007265-protein163.fasta	GCF_000007265	NC_004116.1	189186	189642	163	Competence protein ComGF	http://purl.uniprot.org/uniprot/S9CUF8
GCF-001026925-protein2643.fasta	GCF_001026925	NZ_CP010867.1	679472	679742	2643	Uncharacterized protein	http://purl.uniprot.org/uniprot/S8G290
